complaint_id,customer_id,customer_age,customer_gender,customer_segment,customer_city,complaint_date,complaint_time,category,severity,description,channel,status,resolution_date,resolution_days,compensation_amount,satisfaction_score,escalated,product_involved,branch_code
CMP100135,SAN100483,34,Female,Premium,Stoke-on-Trent,2024-07-09,10:40:02,Account Access Issues,Low,Password reset not working,Email,Resolved,2024-07-19,10.0,146.82,4.0,False,1|2|3 Current Account,
CMP100136,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-08-25,18:05:25,Branch Service,Medium,Long queues at branch,Social Media,Closed,2025-09-03,9.0,137.95,3.0,False,Select Current Account,BR256
CMP100137,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-04-20,07:38:12,Loan/Mortgage Issues,Low,Early repayment fee dispute,Mobile App,Resolved,2025-05-05,15.0,0.0,4.0,False,eSaver,BR542
CMP100138,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-11-02,18:26:25,Card Problems,High,Card declined despite sufficient funds,Email,Resolved,2025-11-04,2.0,0.0,4.0,False,Help to Buy ISA,BR973
CMP100139,SAN100460,61,Male,Standard Plus,Sheffield,2024-12-11,03:14:13,Fee Complaints,Critical,Foreign transaction fee too high,Mobile App,Resolved,2024-12-12,1.0,48.76,4.0,False,Cash ISA,BR228
CMP100140,SAN100460,61,Male,Standard Plus,Sheffield,2025-01-04,05:29:16,Interest Rate Disputes,Medium,Savings rate lower than advertised,Mobile App,Resolved,2025-01-09,5.0,0.0,3.0,False,Credit Card,
CMP100141,SAN100460,61,Male,Standard Plus,Sheffield,2025-08-13,23:07:23,Card Problems,Critical,Contactless payment not working,Email,Resolved,2025-08-30,17.0,0.0,2.0,False,Select Current Account,BR468
CMP100142,SAN100460,61,Male,Standard Plus,Sheffield,2025-03-20,17:42:43,Fee Complaints,Low,ATM withdrawal fee dispute,Online Chat,Closed,2025-03-23,3.0,0.0,1.0,False,Cash ISA,
CMP100143,SAN100460,61,Male,Standard Plus,Sheffield,2025-01-28,19:47:41,Payment Delays,High,Salary not credited on time,Social Media,Closed,2025-02-12,15.0,0.0,2.0,False,Personal Loan,BR327
CMP100144,SAN100085,31,Female,Premium,Bristol,2025-05-22,02:34:27,Transaction Disputes,Low,Refund not received after 30 days,Email,Resolved,2025-07-10,49.0,0.0,5.0,False,Mortgage,
CMP100145,SAN100085,31,Female,Premium,Bristol,2025-09-04,21:50:48,Interest Rate Disputes,Medium,Promotional rate not applied,Branch,Resolved,2025-09-05,1.0,1864.97,2.0,False,Everyday Saver,
CMP100146,SAN100085,31,Female,Premium,Bristol,2024-11-16,23:34:17,Interest Rate Disputes,Low,Interest calculation incorrect,Online Chat,Closed,2024-12-01,15.0,0.0,1.0,False,Business Current Account,BR957
CMP100147,SAN100165,44,Other,Premium,Coventry,2025-01-21,18:39:20,Branch Service,Low,Appointment not honored,Branch,Resolved,2025-01-29,0.0,0.0,5.0,False,Credit Card,BR329
CMP100148,SAN100165,44,Other,Premium,Coventry,2024-07-01,20:09:06,Mobile App Issues,Medium,App shows incorrect balance,Branch,Closed,2024-07-29,28.0,0.0,5.0,False,Stocks & Shares ISA,BR890
CMP100149,SAN100165,44,Other,Premium,Coventry,2025-05-23,20:38:30,Card Problems,Medium,New card not received after 2 weeks,Social Media,Closed,2025-05-25,2.0,0.0,5.0,False,Credit Card,BR848
CMP100150,SAN100165,44,Other,Premium,Coventry,2025-07-29,20:53:05,Branch Service,Low,Documents lost by branch,Branch,Closed,2025-08-14,16.0,0.0,4.0,False,Personal Loan,
CMP100151,SAN100165,44,Other,Premium,Coventry,2024-06-03,12:28:51,Account Access Issues,High,Two-factor authentication issues,Online Chat,Closed,2024-06-28,25.0,110.32,4.0,True,Stocks & Shares ISA,BR881
CMP100152,SAN100165,44,Other,Premium,Coventry,2025-04-27,13:35:59,Branch Service,Low,Branch closed without notice,Online Chat,Closed,2025-06-06,40.0,0.0,4.0,False,Stocks & Shares ISA,BR896
CMP100153,SAN100165,44,Other,Premium,Coventry,2024-10-22,12:45:45,Transaction Disputes,High,Double charged for a purchase,Social Media,Closed,2024-11-07,16.0,0.0,2.0,True,Cash ISA,
CMP100154,SAN100154,53,Female,Premium,Bristol,2025-04-22,13:58:14,Fee Complaints,Low,Unexpected overdraft fee charged,Phone,Resolved,2025-05-01,9.0,0.0,1.0,False,Business Current Account,
CMP100155,SAN100154,53,Female,Premium,Bristol,2025-05-16,19:13:50,Customer Service,Low,Incorrect information provided,Branch,Closed,2025-05-29,13.0,131.72,4.0,False,1|2|3 Current Account,
CMP100156,SAN100154,53,Female,Premium,Bristol,2025-03-14,10:11:19,Interest Rate Disputes,Low,Savings rate lower than advertised,Email,Resolved,2025-04-11,0.0,0.0,1.0,False,Everyday Current Account,
CMP100157,SAN100154,53,Female,Premium,Bristol,2025-02-01,00:04:29,Transaction Disputes,Medium,Incorrect amount debited,Email,Closed,2025-02-12,11.0,0.0,5.0,False,Credit Card,
CMP100158,SAN100154,53,Female,Premium,Bristol,2025-09-01,11:48:24,Fraud/Security,Low,Suspicious activity not flagged,Mobile App,Resolved,2025-09-02,1.0,0.0,5.0,False,Business Current Account,
CMP100159,SAN100154,53,Female,Premium,Bristol,2025-02-25,03:12:44,Transaction Disputes,Medium,Double charged for a purchase,Phone,Closed,2025-04-03,37.0,0.0,2.0,False,Business Current Account,
CMP100160,SAN100154,53,Female,Premium,Bristol,2025-05-17,06:28:03,Mobile App Issues,Medium,App shows incorrect balance,Online Chat,Closed,2025-06-02,16.0,0.0,1.0,False,Personal Loan,
CMP100161,SAN100154,53,Female,Premium,Bristol,2025-11-26,12:56:58,Customer Service,Medium,Long wait times on phone support,Mobile App,Escalated,,101.0,0.0,,False,Mortgage,BR558
CMP100162,SAN100055,18,Male,Premium,Sheffield,2025-05-10,03:43:31,Loan/Mortgage Issues,High,Incorrect interest rate applied,Phone,Resolved,2025-05-13,3.0,0.0,1.0,True,Credit Card,BR767
CMP100163,SAN100055,18,Male,Premium,Sheffield,2025-05-18,23:19:01,Account Access Issues,Low,Two-factor authentication issues,Phone,Closed,2025-06-02,15.0,0.0,1.0,False,Personal Loan,
CMP100164,SAN100055,18,Male,Premium,Sheffield,2025-07-29,21:51:08,Interest Rate Disputes,High,Interest calculation incorrect,Social Media,Closed,2025-08-05,7.0,0.0,1.0,True,Cash ISA,
CMP100165,SAN100055,18,Male,Premium,Sheffield,2025-04-20,00:00:19,Account Access Issues,Low,Unable to log into online banking for 3 days,Phone,Closed,2025-05-04,14.0,164.05,1.0,False,1|2|3 Current Account,BR868
CMP100166,SAN100055,18,Male,Premium,Sheffield,2024-06-10,23:55:40,Transaction Disputes,Low,Incorrect amount debited,Online Chat,Resolved,2024-06-11,1.0,0.0,2.0,False,Mortgage,
CMP100167,SAN100248,29,Male,Standard Plus,Cardiff,2024-07-26,19:18:29,Transaction Disputes,High,Unauthorized transaction on my account,Social Media,Resolved,2024-08-10,15.0,0.0,4.0,True,Everyday Saver,BR214
CMP100168,SAN100248,29,Male,Standard Plus,Cardiff,2025-09-24,10:40:04,Loan/Mortgage Issues,Medium,Mortgage application delayed,Phone,Resolved,2025-11-23,60.0,184.02,1.0,False,Everyday Current Account,
CMP100169,SAN100248,29,Male,Standard Plus,Cardiff,2024-12-04,05:51:45,Loan/Mortgage Issues,Low,Payment not reflected on account,Online Chat,Closed,2024-12-05,1.0,0.0,2.0,False,Business Current Account,
CMP100170,SAN100410,37,Female,Standard,Stoke-on-Trent,2024-06-08,08:31:09,Fee Complaints,High,Foreign transaction fee too high,Online Chat,Closed,2024-07-30,52.0,0.0,4.0,False,Stocks & Shares ISA,
CMP100171,SAN100410,37,Female,Standard,Stoke-on-Trent,2025-05-19,14:53:49,Fee Complaints,High,Foreign transaction fee too high,Branch,Resolved,2025-05-26,7.0,102.09,5.0,False,Help to Buy ISA,
CMP100172,SAN100410,37,Female,Standard,Stoke-on-Trent,2025-01-01,11:02:09,Fee Complaints,High,Unexpected overdraft fee charged,Online Chat,Resolved,2025-01-29,28.0,185.47,2.0,True,Everyday Saver,BR151
CMP100173,SAN100210,75,Other,Standard,Bristol,2025-05-09,15:57:36,Card Problems,Low,New card not received after 2 weeks,Branch,Closed,2025-05-30,21.0,127.36,2.0,False,Everyday Saver,BR241
CMP100174,SAN100210,75,Other,Standard,Bristol,2025-02-26,07:14:02,Card Problems,Low,Card declined despite sufficient funds,Social Media,Closed,2025-03-09,11.0,0.0,4.0,False,Credit Card,
CMP100175,SAN100210,75,Other,Standard,Bristol,2024-09-02,17:13:17,Transaction Disputes,High,Double charged for a purchase,Email,Closed,2024-09-20,18.0,0.0,1.0,False,Cash ISA,
CMP100176,SAN100210,75,Other,Standard,Bristol,2025-07-19,02:53:08,Payment Delays,Low,Standing order failed,Phone,Resolved,2025-08-17,29.0,0.0,5.0,False,Cash ISA,
CMP100177,SAN100210,75,Other,Standard,Bristol,2024-06-13,16:50:42,Branch Service,High,Long queues at branch,Online Chat,Closed,2024-06-20,7.0,0.0,4.0,True,Stocks & Shares ISA,BR729
CMP100178,SAN100278,37,Other,Standard Plus,Stoke-on-Trent,2025-05-29,09:05:56,Online Banking,Medium,Website down during payment,Social Media,Resolved,2025-06-03,5.0,180.71,5.0,False,Cash ISA,
CMP100179,SAN100278,37,Other,Standard Plus,Stoke-on-Trent,2025-04-26,01:33:42,Online Banking,Low,Cannot download statements,Social Media,Closed,2025-05-11,153.0,751.03,5.0,False,Cash ISA,BR419
CMP100180,SAN100278,37,Other,Standard Plus,Stoke-on-Trent,2024-08-21,20:18:30,Mobile App Issues,High,App shows incorrect balance,Phone,Resolved,2024-09-13,23.0,131.11,4.0,False,Mortgage,
CMP100181,SAN100292,47,Female,Premium,Sheffield,2024-09-08,07:49:33,Mobile App Issues,Medium,App shows incorrect balance,Branch,Closed,2024-09-28,20.0,0.0,4.0,False,Stocks & Shares ISA,BR220
CMP100182,SAN100292,47,Female,Premium,Sheffield,2024-10-03,11:04:05,Payment Delays,Medium,International transfer delayed,Email,Resolved,2024-10-25,22.0,0.0,3.0,False,Select Current Account,
CMP100183,SAN100292,47,Female,Premium,Sheffield,2024-09-12,15:18:28,Fee Complaints,Medium,ATM withdrawal fee dispute,Email,Resolved,2024-09-20,8.0,0.0,2.0,False,Select Current Account,BR885
CMP100184,SAN100292,47,Female,Premium,Sheffield,2025-04-28,06:08:44,Card Problems,Low,Contactless payment not working,Email,Closed,2025-05-21,23.0,0.0,4.0,False,Everyday Saver,BR888
CMP100185,SAN100292,47,Female,Premium,Sheffield,2025-08-24,14:09:52,Card Problems,Medium,Card declined despite sufficient funds,Email,Closed,2025-08-25,1.0,140.83,1.0,False,Business Current Account,
CMP100186,SAN100493,67,Other,Standard Plus,Bristol,2025-05-14,06:39:42,Loan/Mortgage Issues,Low,Early repayment fee dispute,Branch,Resolved,2025-05-25,11.0,54.4,2.0,False,Personal Loan,BR276
CMP100187,SAN100493,67,Other,Standard Plus,Bristol,2024-06-09,17:10:10,Customer Service,Low,Promised callback never received,Social Media,Resolved,2024-06-10,1.0,0.0,2.0,False,eSaver,
CMP100188,SAN100493,67,Other,Standard Plus,Bristol,2024-09-01,04:51:24,Fee Complaints,Critical,ATM withdrawal fee dispute,Branch,Closed,2024-09-06,5.0,0.0,4.0,True,Everyday Saver,BR749
CMP100189,SAN100493,67,Other,Standard Plus,Bristol,2024-06-24,01:05:12,Customer Service,High,Long wait times on phone support,Phone,Resolved,2024-06-30,6.0,0.0,2.0,False,Credit Card,
CMP100190,SAN100493,67,Other,Standard Plus,Bristol,2025-08-03,13:47:09,Online Banking,Low,Transfer limit too restrictive,Social Media,Closed,2025-08-10,7.0,0.0,4.0,False,Stocks & Shares ISA,BR201
CMP100191,SAN100493,67,Other,Standard Plus,Bristol,2025-03-01,01:49:28,Transaction Disputes,Low,Unauthorized transaction on my account,Social Media,Closed,2025-03-17,16.0,31.89,4.0,False,Select Current Account,
CMP100192,SAN100493,67,Other,Standard Plus,Bristol,2024-09-16,05:09:39,Mobile App Issues,Low,App crashes when checking balance,Phone,Closed,2024-09-22,6.0,0.0,3.0,False,Personal Loan,
CMP100193,SAN100493,67,Other,Standard Plus,Bristol,2025-10-29,01:37:21,Online Banking,High,Session timeout too short,Email,Closed,2025-11-06,8.0,0.0,5.0,False,Credit Card,
CMP100194,SAN100072,48,Male,Premium,Liverpool,2025-08-19,23:04:21,Fee Complaints,Low,Foreign transaction fee too high,Phone,Closed,2025-08-22,3.0,125.05,1.0,False,Credit Card,BR670
CMP100195,SAN100072,48,Male,Premium,Liverpool,2025-08-05,05:42:02,Payment Delays,Medium,International transfer delayed,Branch,Resolved,2025-08-11,6.0,0.0,2.0,False,1|2|3 Current Account,
CMP100196,SAN100072,48,Male,Premium,Liverpool,2025-10-09,12:11:20,Fee Complaints,High,ATM withdrawal fee dispute,Branch,Closed,2025-10-12,3.0,1055.02,4.0,True,Select Current Account,
CMP100197,SAN100072,48,Male,Premium,Liverpool,2025-05-23,16:57:42,Branch Service,Low,Long queues at branch,Mobile App,Closed,2025-05-24,1.0,0.0,2.0,False,Select Current Account,BR929
CMP100198,SAN100072,48,Male,Premium,Liverpool,2025-01-19,00:12:45,Customer Service,Medium,Long wait times on phone support,Phone,Closed,2025-01-31,12.0,0.0,3.0,False,eSaver,
CMP100199,SAN100352,21,Male,Premium,Newcastle,2024-10-21,06:10:14,Online Banking,Medium,Session timeout too short,Phone,Closed,2024-11-05,15.0,0.0,3.0,False,Everyday Current Account,
CMP100200,SAN100352,21,Male,Premium,Newcastle,2025-08-15,21:05:21,Mobile App Issues,Low,Cannot make payments through app,Phone,Resolved,2025-08-28,13.0,0.0,4.0,False,Credit Card,BR363
CMP100201,SAN100352,21,Male,Premium,Newcastle,2025-02-03,04:59:23,Customer Service,Medium,Unhelpful staff at branch,Social Media,Closed,2025-02-11,8.0,63.44,5.0,False,Business Current Account,
CMP100202,SAN100345,39,Other,Premium,Stoke-on-Trent,2024-10-10,02:49:00,Branch Service,Medium,Appointment not honored,Branch,Closed,2024-10-16,6.0,35.53,1.0,False,Help to Buy ISA,BR772
CMP100203,SAN100345,39,Other,Premium,Stoke-on-Trent,2025-10-31,16:18:51,Branch Service,High,Appointment not honored,Mobile App,Closed,2025-11-27,27.0,0.0,3.0,False,Personal Loan,BR595
CMP100204,SAN100345,39,Other,Premium,Stoke-on-Trent,2025-07-08,11:10:33,Card Problems,High,Card blocked while travelling,Online Chat,Resolved,2025-07-18,10.0,0.0,5.0,True,Personal Loan,
CMP100205,SAN100345,39,Other,Premium,Stoke-on-Trent,2024-11-05,23:33:59,Interest Rate Disputes,Low,Promotional rate not applied,Email,Closed,2024-11-14,9.0,0.0,1.0,False,1|2|3 Current Account,
CMP100206,SAN100345,39,Other,Premium,Stoke-on-Trent,2024-06-14,18:08:27,Online Banking,Low,Website down during payment,Mobile App,Closed,2024-06-15,1.0,0.0,4.0,False,Personal Loan,
CMP100207,SAN100345,39,Other,Premium,Stoke-on-Trent,2025-08-18,02:12:37,Online Banking,Medium,Website down during payment,Social Media,Closed,2025-08-23,5.0,0.0,3.0,False,Stocks & Shares ISA,BR659
CMP100208,SAN100075,48,Other,Premium,Manchester,2025-02-27,01:46:13,Loan/Mortgage Issues,Medium,Payment not reflected on account,Email,Closed,2025-03-05,125.0,195.53,5.0,False,Help to Buy ISA,BR848
CMP100209,SAN100075,48,Other,Premium,Manchester,2025-08-03,06:22:06,Payment Delays,Medium,Standing order failed,Social Media,Resolved,2025-08-10,7.0,0.0,3.0,False,Business Current Account,
CMP100210,SAN100075,48,Other,Premium,Manchester,2024-07-21,12:26:42,Payment Delays,Low,International transfer delayed,Mobile App,Resolved,2024-08-02,12.0,0.0,2.0,False,Stocks & Shares ISA,BR599
CMP100211,SAN100075,48,Other,Premium,Manchester,2025-05-18,15:57:53,Card Problems,Low,Contactless payment not working,Online Chat,Resolved,2025-05-28,10.0,0.0,4.0,False,1|2|3 Current Account,
CMP100212,SAN100075,48,Other,Premium,Manchester,2024-10-30,20:30:06,Fraud/Security,Low,Phishing email received,Email,Resolved,2024-11-12,13.0,32.22,2.0,False,Help to Buy ISA,BR521
CMP100213,SAN100075,48,Other,Premium,Manchester,2025-01-01,05:49:19,Payment Delays,Low,International transfer delayed,Phone,Resolved,2025-01-21,20.0,168.14,3.0,False,Cash ISA,BR418
CMP100214,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-05-30,08:27:36,Fraud/Security,High,Fraud alert triggered incorrectly,Branch,Closed,2025-06-22,23.0,100.36,5.0,False,Business Current Account,BR797
CMP100215,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-04-24,07:57:58,Mobile App Issues,Medium,Cannot make payments through app,Branch,Resolved,2025-05-11,17.0,183.66,4.0,False,Select Current Account,BR595
CMP100216,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-10-07,15:24:54,Mobile App Issues,Low,Cannot make payments through app,Phone,Resolved,2025-11-19,43.0,0.0,4.0,False,Everyday Current Account,BR100
CMP100217,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-06-07,12:50:46,Branch Service,Medium,Documents lost by branch,Online Chat,Resolved,2025-06-08,1.0,89.93,3.0,False,Select Current Account,BR583
CMP100218,SAN100203,28,Male,Premium,Bristol,2025-10-11,11:44:35,Customer Service,Low,Incorrect information provided,Email,Closed,2025-10-14,3.0,0.0,1.0,False,Business Current Account,BR981
CMP100219,SAN100203,28,Male,Premium,Bristol,2024-10-19,03:34:24,Loan/Mortgage Issues,Low,Incorrect interest rate applied,Social Media,Closed,2024-10-20,1.0,1254.5,2.0,False,Business Current Account,BR975
CMP100220,SAN100203,28,Male,Premium,Bristol,2025-06-30,13:43:46,Online Banking,High,Transfer limit too restrictive,Phone,Closed,2025-07-14,14.0,967.41,4.0,False,Mortgage,
CMP100221,SAN100203,28,Male,Premium,Bristol,2025-03-25,07:39:58,Card Problems,Low,Contactless payment not working,Branch,Resolved,2025-04-25,31.0,25.92,1.0,False,Select Current Account,
CMP100222,SAN100203,28,Male,Premium,Bristol,2025-02-26,01:10:43,Account Access Issues,Low,Unable to log into online banking for 3 days,Social Media,Resolved,2025-03-01,3.0,0.0,2.0,False,Cash ISA,
CMP100223,SAN100203,28,Male,Premium,Bristol,2024-09-23,04:13:42,Interest Rate Disputes,Low,Promotional rate not applied,Email,Resolved,2024-10-29,36.0,0.0,2.0,False,Mortgage,BR537
CMP100224,SAN100472,72,Male,Premium,Manchester,2025-05-20,19:44:43,Interest Rate Disputes,High,Interest calculation incorrect,Social Media,Closed,2025-05-21,1.0,0.0,2.0,True,Personal Loan,BR180
CMP100225,SAN100472,72,Male,Premium,Manchester,2024-10-17,17:55:46,Payment Delays,Low,International transfer delayed,Branch,Closed,2024-11-24,38.0,0.0,2.0,False,1|2|3 Current Account,
CMP100226,SAN100472,72,Male,Premium,Manchester,2024-12-22,04:40:08,Fraud/Security,Medium,Phishing email received,Branch,Closed,2024-12-28,6.0,164.83,1.0,False,Credit Card,BR530
CMP100227,SAN100472,72,Male,Premium,Manchester,2024-10-18,10:08:41,Transaction Disputes,Medium,Double charged for a purchase,Email,Closed,2024-10-19,1.0,105.27,3.0,False,eSaver,BR348
CMP100228,SAN100472,72,Male,Premium,Manchester,2025-07-02,20:49:30,Card Problems,Medium,Contactless payment not working,Mobile App,Closed,2025-07-11,9.0,0.0,5.0,False,Cash ISA,
CMP100229,SAN100276,62,Male,Premium,Birmingham,2024-11-01,19:47:02,Card Problems,Low,Card blocked while travelling,Mobile App,Closed,2024-11-05,4.0,45.5,4.0,False,1|2|3 Current Account,BR689
CMP100230,SAN100276,62,Male,Premium,Birmingham,2025-05-25,22:56:54,Card Problems,Medium,Card blocked while travelling,Phone,Closed,2025-05-29,4.0,0.0,1.0,False,Cash ISA,BR519
CMP100231,SAN100276,62,Male,Premium,Birmingham,2025-10-04,22:07:41,Interest Rate Disputes,Low,Interest calculation incorrect,Branch,Closed,2025-10-09,5.0,0.0,4.0,False,Everyday Saver,BR764
CMP100232,SAN100068,33,Female,Standard Plus,Nottingham,2025-11-17,02:27:28,Transaction Disputes,Low,Refund not received after 30 days,Phone,In Progress,,,0.0,,False,Credit Card,BR366
CMP100233,SAN100068,33,Female,Standard Plus,Nottingham,2025-05-29,23:27:15,Branch Service,Low,Long queues at branch,Branch,Resolved,2025-06-08,10.0,0.0,5.0,False,Cash ISA,
CMP100234,SAN100068,33,Female,Standard Plus,Nottingham,2025-01-16,11:13:02,Payment Delays,Low,Direct debit not processed,Phone,Resolved,2025-01-21,5.0,114.91,4.0,False,Credit Card,
CMP100235,SAN100068,33,Female,Standard Plus,Nottingham,2025-10-21,23:33:00,Interest Rate Disputes,Medium,Variable rate increased unexpectedly,Mobile App,Resolved,2025-11-03,13.0,0.0,1.0,False,Mortgage,
CMP100236,SAN100068,33,Female,Standard Plus,Nottingham,2025-03-09,15:20:13,Transaction Disputes,Critical,Incorrect amount debited,Online Chat,Resolved,2025-03-26,17.0,1612.45,2.0,False,Help to Buy ISA,
